column_name,root,sub_root,metric_type,time_horizon,unit,family,cohort_group,stem,cluster_key,reduction_group
day_utc,day,utc,utc,spot,none,Metadata,none,day_utc,Metadata | cohort=none | root=day | sub_root=utc | type=utc | time=spot | unit=none,Metadata | cohort=none
utxos_under_100sats_sent_14d_ema_btc,utxos,under,sent_ema,14d,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_ema | time=14d | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_14d_ema_usd,utxos,under,sent_ema,14d,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_ema | time=14d | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_btc,utxos,under,sent,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_btc_cumulative,utxos,under,sent_cumulative,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent_btc_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_cumulative | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_cumulative,utxos,under,sent_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_sent_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss,utxos,under,sent_loss,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss_14d_ema,utxos,under,sent_loss_ema,14d,none,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_ema | time=14d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss_14d_ema_btc,utxos,under,sent_loss_ema,14d,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_ema | time=14d | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss_14d_ema_usd,utxos,under,sent_loss_ema,14d,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_ema | time=14d | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss_btc,utxos,under,sent_loss,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss_btc_cumulative,utxos,under,sent_loss_cumulative,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss_btc_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_cumulative | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss_cumulative,utxos,under,sent_loss_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss_usd,utxos,under,sent_loss,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_loss_usd_cumulative,utxos,under,sent_loss_cumulative,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_loss_usd_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_cumulative | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit,utxos,under,sent_profit,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit_14d_ema,utxos,under,sent_profit_ema,14d,none,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_ema | time=14d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit_14d_ema_btc,utxos,under,sent_profit_ema,14d,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_ema | time=14d | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit_14d_ema_usd,utxos,under,sent_profit_ema,14d,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_ema | time=14d | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit_btc,utxos,under,sent_profit,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit_btc_cumulative,utxos,under,sent_profit_cumulative,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit_btc_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_cumulative | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit_cumulative,utxos,under,sent_profit_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit_usd,utxos,under,sent_profit,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_in_profit_usd_cumulative,utxos,under,sent_profit_cumulative,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent_in_profit_usd_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_cumulative | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_usd,utxos,under,sent,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sent_usd_cumulative,utxos,under,sent_cumulative,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_sent_usd_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_cumulative | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sopr,utxos,under,sopr,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_sopr,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sopr | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sopr_30d_ema,utxos,under,sopr_ema,30d,none,UTXO Age Cohorts,none,utxos_under_100sats_sopr,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sopr_ema | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_sopr_7d_ema,utxos,under,sopr_ema,7d,none,UTXO Age Cohorts,none,utxos_under_100sats_sopr,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sopr_ema | time=7d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply,utxos,under,supply,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_btc,utxos,under,supply,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_halved,utxos,under,supply,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply_halved,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_halved_btc,utxos,under,supply,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_supply_halved,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_halved_usd,utxos,under,supply,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_supply_halved,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_loss,utxos,under,supply_loss,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_loss_btc,utxos,under,supply_loss,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_loss_rel_to_circulating_supply,utxos,under,supply_loss_supply,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_loss_rel_to_circulating_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_loss_rel_to_own_supply,utxos,under,supply_loss_supply,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_loss_rel_to_own_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_loss_usd,utxos,under,supply_loss,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_profit,utxos,under,supply_profit,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_profit_btc,utxos,under,supply_profit,spot,btc,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_profit_rel_to_circulating_supply,utxos,under,supply_profit_supply,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_profit_rel_to_circulating_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_profit_rel_to_own_supply,utxos,under,supply_profit_supply,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_profit_rel_to_own_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_in_profit_usd,utxos,under,supply_profit,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_supply_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_rel_to_circulating_supply,utxos,under,supply_supply,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_supply_rel_to_circulating_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_supply_usd,utxos,under,supply,spot,usd,UTXO Age Cohorts,none,utxos_under_100sats_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_100sats_total_realized_pnl,utxos,under,pnl,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_total_realized_pnl,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_total_unrealized_pnl,utxos,under,pnl,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_total_unrealized_pnl,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_unrealized_loss,utxos,under,loss,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_unrealized_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_unrealized_loss_rel_to_market_cap,utxos,under,loss_cap,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_unrealized_loss_rel_to_market_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_unrealized_profit,utxos,under,profit,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_unrealized_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_unrealized_profit_rel_to_market_cap,utxos,under,profit_cap,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_unrealized_profit_rel_to_market_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit_cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_upper_price_band,utxos,under,price,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_upper_price_band,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_upper_price_band_sats,utxos,under,price,spot,sats,UTXO Age Cohorts,none,utxos_under_100sats_upper_price_band,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=sats,UTXO Age Cohorts | cohort=none
utxos_under_100sats_utxo_count,utxos,under,utxo_count,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_utxo_count,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=utxo_count | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_utxo_count_30d_change,utxos,under,utxo_count,30d,none,UTXO Age Cohorts,none,utxos_under_100sats_utxo_count_change,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=utxo_count | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_value_created,utxos,under,value,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_value_created,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=value | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_100sats_value_destroyed,utxos,under,value,spot,none,UTXO Age Cohorts,none,utxos_under_100sats_value_destroyed,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=value | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc__30d_change,utxos,under,change,30d,none,UTXO Age Cohorts,none,utxos_under_10btc_change,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=change | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc__30d_change_btc,utxos,under,btc,30d,btc,UTXO Age Cohorts,none,utxos_under_10btc_change,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=btc | time=30d | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc__30d_change_usd,utxos,under,usd,30d,usd,UTXO Age Cohorts,none,utxos_under_10btc_change,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=usd | time=30d | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_capitulation_flow,utxos,under,flow,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_capitulation_flow,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=flow | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_coinblocks_destroyed,utxos,under,destroyed,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_coinblocks_destroyed,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=destroyed | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_coinblocks_destroyed_cumulative,utxos,under,cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_coinblocks_destroyed_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_coindays_destroyed,utxos,under,destroyed,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_coindays_destroyed,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=destroyed | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_coindays_destroyed_cumulative,utxos,under,cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_coindays_destroyed_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_greed_index,utxos,under,index,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_greed_index,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=index | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_invested_capital_in_loss,utxos,under,loss,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_invested_capital_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_invested_capital_in_loss_pct,utxos,under,loss,spot,pct,UTXO Age Cohorts,none,utxos_under_10btc_invested_capital_in_loss_pct,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss | time=spot | unit=pct,UTXO Age Cohorts | cohort=none
utxos_under_10btc_invested_capital_in_profit,utxos,under,profit,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_invested_capital_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_invested_capital_in_profit_pct,utxos,under,profit,spot,pct,UTXO Age Cohorts,none,utxos_under_10btc_invested_capital_in_profit_pct,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit | time=spot | unit=pct,UTXO Age Cohorts | cohort=none
utxos_under_10btc_investor_price,utxos,under,price,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_investor_price,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_investor_price_cents,utxos,under,price,spot,cents,UTXO Age Cohorts,none,utxos_under_10btc_investor_price,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=cents,UTXO Age Cohorts | cohort=none
utxos_under_10btc_investor_price_ratio,utxos,under,price_ratio,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_investor_price,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price_ratio | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_investor_price_sats,utxos,under,price,spot,sats,UTXO Age Cohorts,none,utxos_under_10btc_investor_price,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=sats,UTXO Age Cohorts | cohort=none
utxos_under_10btc_loss_value_created,utxos,under,loss_value,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_loss_value_created,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_value | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_loss_value_destroyed,utxos,under,loss_value,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_loss_value_destroyed,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_value | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_lower_price_band,utxos,under,price,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_lower_price_band,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_lower_price_band_sats,utxos,under,price,spot,sats,UTXO Age Cohorts,none,utxos_under_10btc_lower_price_band,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=sats,UTXO Age Cohorts | cohort=none
utxos_under_10btc_max_cost_basis,utxos,under,max_cost_basis,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_max_cost_basis,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=max_cost_basis | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_max_cost_basis_sats,utxos,under,max_cost_basis,spot,sats,UTXO Age Cohorts,none,utxos_under_10btc_max_cost_basis,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=max_cost_basis | time=spot | unit=sats,UTXO Age Cohorts | cohort=none
utxos_under_10btc_mvrv,utxos,under,mvrv,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_mvrv,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=mvrv | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_neg_realized_loss,utxos,under,loss,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_neg_realized_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_neg_realized_loss_cumulative,utxos,under,loss_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_neg_realized_loss_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_neg_unrealized_loss,utxos,under,loss,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_neg_unrealized_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_neg_unrealized_loss_rel_to_market_cap,utxos,under,loss_cap,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_neg_unrealized_loss_rel_to_market_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_realized_pnl,utxos,under,pnl,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_net_realized_pnl,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_realized_pnl_7d_ema,utxos,under,pnl_ema,7d,none,UTXO Age Cohorts,none,utxos_under_10btc_net_realized_pnl,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl_ema | time=7d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_realized_pnl_cumulative,utxos,under,pnl_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_net_realized_pnl_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_realized_pnl_cumulative_30d_delta,utxos,under,pnl_cumulative,30d,none,UTXO Age Cohorts,none,utxos_under_10btc_net_realized_pnl_cumulative_delta,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl_cumulative | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_realized_pnl_cumulative_30d_delta_rel_to_market_cap,utxos,under,pnl_cumulative_cap,30d,none,UTXO Age Cohorts,none,utxos_under_10btc_net_realized_pnl_cumulative_delta_rel_to_market_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl_cumulative_cap | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_realized_pnl_cumulative_30d_delta_rel_to_realized_cap,utxos,under,pnl_cumulative_cap,30d,none,UTXO Age Cohorts,none,utxos_under_10btc_net_realized_pnl_cumulative_delta_rel_to_realized_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl_cumulative_cap | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_realized_pnl_rel_to_realized_cap,utxos,under,pnl_cap,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_net_realized_pnl_rel_to_realized_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl_cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_realized_pnl_rel_to_realized_cap_cumulative,utxos,under,pnl_cap_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_net_realized_pnl_rel_to_realized_cap_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl_cap_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_sentiment,utxos,under,sentiment,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_net_sentiment,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sentiment | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_unrealized_pnl,utxos,under,pnl,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_net_unrealized_pnl,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_net_unrealized_pnl_rel_to_market_cap,utxos,under,pnl_cap,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_net_unrealized_pnl_rel_to_market_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=pnl_cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_nupl,utxos,under,nupl,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_nupl,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=nupl | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_pain_index,utxos,under,index,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_pain_index,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=index | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_peak_regret_rel_to_realized_cap,utxos,under,cap,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_peak_regret_rel_to_realized_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
