column_name,root,sub_root,metric_type,time_horizon,unit,family,cohort_group,stem,cluster_key,reduction_group
day_utc,day,utc,utc,spot,none,Metadata,none,day_utc,Metadata | cohort=none | root=day | sub_root=utc | type=utc | time=spot | unit=none,Metadata | cohort=none
addrs_above_10k_btc_under_100k_btc_sent_in_profit_usd,addrs,above,sent_profit,spot,btc_btc_usd,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_sent_in_profit,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=sent_profit | time=spot | unit=btc_btc_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_sent_in_profit_usd_cumulative,addrs,above,sent_profit_cumulative,spot,btc_btc_usd,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_sent_in_profit_usd_cumulative,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=sent_profit_cumulative | time=spot | unit=btc_btc_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_sent_usd,addrs,above,sent,spot,btc_btc_usd,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_sent,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=sent | time=spot | unit=btc_btc_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_sent_usd_cumulative,addrs,above,sent_cumulative,spot,btc_btc_usd,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_sent_usd_cumulative,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=sent_cumulative | time=spot | unit=btc_btc_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_sopr,addrs,above,sopr,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_sopr,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=sopr | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_sopr_30d_ema,addrs,above,sopr_ema,30d,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_sopr,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=sopr_ema | time=30d | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_sopr_7d_ema,addrs,above,sopr_ema,7d,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_sopr,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=sopr_ema | time=7d | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply,addrs,above,supply,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_btc,addrs,above,supply,spot,btc_btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply | time=spot | unit=btc_btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_halved,addrs,above,supply,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_halved,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_halved_btc,addrs,above,supply,spot,btc_btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_halved,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply | time=spot | unit=btc_btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_halved_usd,addrs,above,supply,spot,btc_btc_usd,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_halved,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply | time=spot | unit=btc_btc_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_loss,addrs,above,supply_loss,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_loss,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_loss | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_loss_btc,addrs,above,supply_loss,spot,btc_btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_loss,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_loss | time=spot | unit=btc_btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_loss_rel_to_circulating_supply,addrs,above,supply_loss_supply,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_loss_rel_to_circulating_supply,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_loss_supply | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_loss_rel_to_own_supply,addrs,above,supply_loss_supply,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_loss_rel_to_own_supply,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_loss_supply | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_loss_usd,addrs,above,supply_loss,spot,btc_btc_usd,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_loss,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_loss | time=spot | unit=btc_btc_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_profit,addrs,above,supply_profit,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_profit,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_profit | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_profit_btc,addrs,above,supply_profit,spot,btc_btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_profit,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_profit | time=spot | unit=btc_btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_profit_rel_to_circulating_supply,addrs,above,supply_profit_supply,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_profit_rel_to_circulating_supply,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_profit_supply | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_profit_rel_to_own_supply,addrs,above,supply_profit_supply,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_profit_rel_to_own_supply,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_profit_supply | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_in_profit_usd,addrs,above,supply_profit,spot,btc_btc_usd,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_in_profit,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_profit | time=spot | unit=btc_btc_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_rel_to_circulating_supply,addrs,above,supply_supply,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply_rel_to_circulating_supply,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply_supply | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_supply_usd,addrs,above,supply,spot,btc_btc_usd,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_supply,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=supply | time=spot | unit=btc_btc_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_total_realized_pnl,addrs,above,pnl,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_total_realized_pnl,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=pnl | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_total_unrealized_pnl,addrs,above,pnl,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_total_unrealized_pnl,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=pnl | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_unrealized_loss,addrs,above,loss,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_unrealized_loss,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=loss | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_unrealized_loss_rel_to_market_cap,addrs,above,loss_cap,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_unrealized_loss_rel_to_market_cap,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=loss_cap | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_unrealized_profit,addrs,above,profit,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_unrealized_profit,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=profit | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_unrealized_profit_rel_to_market_cap,addrs,above,profit_cap,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_unrealized_profit_rel_to_market_cap,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=profit_cap | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_upper_price_band,addrs,above,price,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_upper_price_band,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=price | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_upper_price_band_sats,addrs,above,price,spot,btc_btc_sats,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_upper_price_band,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=price | time=spot | unit=btc_btc_sats,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_utxo_count,addrs,above,utxo_count,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_utxo_count,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=utxo_count | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_utxo_count_30d_change,addrs,above,utxo_count,30d,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_utxo_count_change,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=utxo_count | time=30d | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_value_created,addrs,above,value,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_value_created,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=value | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_btc_under_100k_btc_value_destroyed,addrs,above,value,spot,btc_btc,Address Distribution by Balance,none,addrs_above_10k_btc_under_100k_btc_value_destroyed,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=value | time=spot | unit=btc_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats__30d_change,addrs,above,change,30d,sats_sats,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_change,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=change | time=30d | unit=sats_sats,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats__30d_change_btc,addrs,above,btc,30d,sats_sats_btc,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_change,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=btc | time=30d | unit=sats_sats_btc,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats__30d_change_usd,addrs,above,usd,30d,sats_sats_usd,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_change,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=usd | time=30d | unit=sats_sats_usd,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats_addr_count,addrs,above,count,spot,sats_sats,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_addr_count,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=count | time=spot | unit=sats_sats,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats_addr_count_30d_change,addrs,above,count,30d,sats_sats,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_addr_count_change,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=count | time=30d | unit=sats_sats,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats_capitulation_flow,addrs,above,flow,spot,sats_sats,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_capitulation_flow,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=flow | time=spot | unit=sats_sats,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats_coinblocks_destroyed,addrs,above,destroyed,spot,sats_sats,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_coinblocks_destroyed,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=destroyed | time=spot | unit=sats_sats,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats_coinblocks_destroyed_cumulative,addrs,above,cumulative,spot,sats_sats,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_coinblocks_destroyed_cumulative,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=cumulative | time=spot | unit=sats_sats,Address Distribution by Balance | cohort=none
addrs_above_10k_sats_under_100k_sats_coindays_destroyed,addrs,above,destroyed,spot,sats_sats,Address Distribution by Balance,none,addrs_above_10k_sats_under_100k_sats_coindays_destroyed,Address Distribution by Balance | cohort=none | root=addrs | sub_root=above | type=destroyed | time=spot | unit=sats_sats,Address Distribution by Balance | cohort=none
